order_id,customer_id,order_date,order_status,shipping_id,payment_id,billing_address,coupon_id
34514767,103107,10/17/2022,Cancelled,22271,891836,"770 Cruz Tunnel
Georgeberg, NJ 54031",77418
34514768,106577,10/16/2022,Processing,21315,890602,"882 Jeffrey Rue Apt. 749
Port Laurenfort, SC 59377",78341
34514769,109505,01/03/2023,Shipped,24791,881168,"1123 James Knolls
North Rodney, SC 43310",77350
34514770,107820,02/24/2023,Cancelled,23189,883395,"686 Gallegos Lake Apt. 452
Ryanburgh, SD 48156",76493
34514771,108572,03/10/2023,Delivered,16720,889545,"87468 Mark Fork Suite 640
North Jamesland, MN 08962",76922
34514772,106747,06/19/2023,Cancelled,13737,885202,"5742 Proctor Shoals
Lake Jamesborough, PA 01604",78285
34514773,104599,11/21/2022,Delivered,15969,894367,"303 Petty Wall Apt. 714
South Jenniferport, SC 41246",77090
34514774,108721,03/25/2023,Processing,8084,879266,"2384 Gonzalez Locks Suite 739
North Joshua, WA 20886",78309
34514775,105328,07/08/2023,Delivered,12400,894582,,76787
34514776,101005,04/18/2023,Cancelled,11607,891956,"19755 Amy Springs Suite 755
Gambleberg, TN 54095",76574
34514777,108095,06/23/2023,Processing,6535,881135,"4384 Cox Row Apt. 029
New Kyleside, CO 16450",76596
34514778,110192,02/11/2023,Delivered,18075,889037,"83948 Zachary Oval Suite 981
Beckfurt, IN 96836",77212
34514779,109475,05/17/2023,Processing,11956,897482,,76950
34514780,108963,01/22/2023,Shipped,14912,883736,,76921
34514781,107389,09/19/2022,Processing,20637,895144,"43222 Caitlin Parkways
Doughertyhaven, FM 84041",77264
34514782,104971,06/11/2023,Shipped,14473,884845,"Unit 6757 Box 0082
DPO AE 70290",76493
34514783,109310,02/10/2023,Delivered,16821,881071,,77507
34514784,110510,02/02/2023,Shipped,6487,896950,,77290
34514785,109201,12/27/2022,Cancelled,15391,892841,,77988
34514786,104567,05/16/2023,Shipped,14956,878548,"67147 Dougherty Station
Maldonadoside, MN 75675",78298
34514787,102209,07/06/2023,Shipped,16964,892345,"PSC 2215, Box 8671
APO AP 61162",76706
34514788,103320,12/17/2022,Shipped,18452,883781,"401 David Row
South Erin, MP 30186",77809
34514789,104291,05/14/2023,Shipped,21616,886768,"42531 Ellison Creek Apt. 678
Deleonport, HI 63838",78390
34514790,108780,05/08/2023,Processing,17079,895138,,77460
34514791,109577,03/09/2023,Processing,10164,880804,"30769 Lisa Lane
Davidchester, WY 07467",77798
34514792,108209,09/25/2022,Cancelled,13281,884664,"85816 Jerry Expressway
Port Bill, MN 66062",77517
34514793,105858,01/03/2023,Processing,24132,887339,"68268 Jackie Hollow
Nicholsonfort, AK 14055",78100
34514794,106728,10/04/2022,Shipped,13675,884095,"807 Bradley Stream Suite 321
West Thomas, SD 67816",77627
34514795,103268,08/21/2022,Delivered,13258,879927,"866 Wilson Fork
North Tracy, AK 14475",77510
34514796,104049,07/27/2023,Delivered,11733,891257,"46939 Diane Orchard Suite 924
Hernandezfort, NM 50678",76576
34514797,103025,08/04/2022,Processing,14467,893625,"USCGC Parks
FPO AP 58779",78018
34514798,102142,09/15/2022,Delivered,23386,879692,"65747 Fowler Square Apt. 417
Jessicaton, MI 81263",77057
34514799,101641,12/21/2022,Processing,12935,886021,"4694 Dawn Ville
New Courtney, AL 08265",78027
34514800,103776,11/17/2022,Delivered,24954,887159,"715 Ricky Walks
Jimenezstad, PR 56927",76922
34514801,109718,08/01/2023,Shipped,8528,890996,"4124 Manuel Trail Apt. 309
Scottstad, ND 92408",76468
34514802,104049,12/09/2022,Shipped,14392,884981,,78233
34514803,104891,12/06/2022,Shipped,7109,884740,"748 Joe Causeway
Paulburgh, VA 49357",78046
34514804,101479,10/15/2022,Cancelled,22221,892114,,77184
34514805,104441,01/09/2023,Shipped,24147,888774,"586 Ebony Walk
Garciaborough, GA 31898",77130
34514806,104834,02/06/2023,Processing,12777,880719,"14375 Johnson Ports Apt. 171
North Williammouth, HI 35466",76469
34514807,104325,07/17/2023,Delivered,19177,881142,"50980 Jennifer Locks Apt. 319
Chadshire, SD 30040",76898
34514808,102461,03/31/2023,Delivered,7083,893902,"423 Chelsea Springs Suite 101
Pattersonton, DE 47195",76479
34514809,103196,06/19/2023,Cancelled,13312,879648,"PSC 6573, Box 2354
APO AP 05438",78312
34514810,104934,12/21/2022,Shipped,5717,882575,"PSC 4956, Box 4488
APO AA 39534",78016
34514811,102052,01/31/2023,Cancelled,7543,889466,"9659 Jones Crest Suite 758
South Kyletown, AZ 30264",78247
34514812,101049,12/09/2022,Delivered,6705,894591,"52449 Mcdaniel Canyon Suite 042
Briannafurt, AR 91701",77230
34514813,108972,02/22/2023,Cancelled,12135,896426,,77106
34514814,101001,11/17/2022,Delivered,13881,896190,"93465 Montgomery Fields Suite 267
North Randy, IL 18174",77897
34514815,109327,04/01/2023,Shipped,17097,889259,,78244
34514816,109744,02/10/2023,Processing,14590,892527,"306 Ashley Street Suite 178
Hicksview, LA 90782",76586
34514817,107899,09/27/2022,Delivered,21608,892786,"643 Cochran Road
West Tylerfort, VT 12406",76750
34514818,110024,05/23/2023,Processing,11881,884529,"96706 Laura Crossing Apt. 123
Chavezstad, OR 90509",78223
34514819,105040,08/28/2022,Shipped,21151,885938,"3322 Olivia Way
Lawrencebury, PW 63412",77072
34514820,110194,02/06/2023,Processing,6860,881153,"2575 Nguyen Isle
North Rachel, DC 75208",78003
34514821,109621,09/20/2022,Delivered,23907,889630,"805 Samuel Meadows
Lake Annemouth, WV 11545",76876
34514822,105479,05/23/2023,Delivered,24249,897717,,77734
34514823,109235,04/24/2023,Delivered,16234,889951,"07194 Jones Pike
Johnsonbury, NV 70934",77867
34514824,108397,01/30/2023,Delivered,17788,897155,"2763 Bennett Ridge Apt. 633
Port Tonyside, WV 30208",77407
34514825,102758,10/01/2022,Shipped,20868,893487,"630 Miller Rest
Samanthabury, AL 52218",77668
34514826,110847,06/14/2023,Delivered,25458,893058,"PSC 0033, Box 9641
APO AA 92999",78278
34514827,105552,11/15/2022,Cancelled,17306,878926,,77563
34514828,107711,03/28/2023,Processing,24490,882517,"1599 Tucker Motorway
Christinaland, MN 46839",77931
34514829,104160,01/31/2023,Delivered,20619,880779,"3234 Roberta Heights Apt. 383
Port Kimberly, WA 05600",77765
34514830,109568,04/17/2023,Processing,18485,879725,"186 Nicolas Rapid
Allenside, TX 25817",76587
34514831,101634,03/02/2023,Delivered,19049,883447,"Unit 8971 Box 3037
DPO AP 11403",78242
34514832,106728,10/04/2022,Cancelled,20651,895629,"578 Lynn Manors Suite 857
West Heatherbury, AR 82987",76763
34514833,109431,07/30/2023,Delivered,18700,891401,,78080
34514834,105292,03/27/2023,Delivered,5909,879686,"30073 Michael Vista Suite 106
Kleinfurt, MH 17109",77328
34514835,103973,06/14/2023,Shipped,15201,897615,"8214 Gray Crossing Apt. 806
South Jade, MP 09457",77821
34514836,109637,09/13/2022,Delivered,22770,895988,"9803 Cole Trafficway Suite 115
Guyborough, TX 65613",77539
34514837,103610,04/28/2023,Cancelled,10518,895752,,77736
34514838,106012,09/26/2022,Processing,21566,892059,"07452 Steven Walks Suite 372
Lake Donna, MO 29145",76673
34514839,105690,10/28/2022,Cancelled,6809,887999,"380 Karen Points Suite 093
Wilsonview, MS 01740",77557
34514840,107605,03/08/2023,Processing,19285,890551,"64056 Alice Spurs Suite 868
Lake Hannahside, NM 53278",77826
34514841,102614,11/24/2022,Processing,19407,885158,,78428
34514842,104422,12/03/2022,Delivered,18810,886732,"93572 Green Way
Lake Jennifer, WY 84828",78332
34514843,110507,03/11/2023,Cancelled,22677,879386,"8763 Joann Land
Laurieport, NV 12145",77633
34514844,105207,11/24/2022,Cancelled,12037,884652,"5398 Heather Overpass
West Johnmouth, MA 25090",77014
34514845,108956,03/12/2023,Cancelled,17576,879843,"Unit 1246 Box 7992
DPO AP 48762",78434
34514846,108807,10/29/2022,Shipped,6232,897757,"39274 Cruz Run Apt. 552
North Josephhaven, VT 30444",77505
34514847,103612,09/12/2022,Delivered,15660,896713,"921 Sheryl Courts
East Cynthiaville, NH 61405",77126
34514848,107439,04/07/2023,Delivered,24921,888361,"7410 Zimmerman Island Suite 218
South Brandon, IL 55495",76927
34514849,109886,07/30/2023,Delivered,13374,885187,"PSC 3669, Box 3722
APO AA 23399",76967
34514850,103240,01/05/2023,Shipped,10311,885308,"11673 Tammy Wall
Jeremyshire, CO 55445",77583
34514851,102061,05/18/2023,Shipped,25593,887703,"3588 Craig Ranch Suite 511
West Gerald, MA 49178",77896
34514852,101362,07/10/2023,Processing,13402,897964,,78179
34514853,103575,06/22/2023,Shipped,7134,882040,"300 Gonzales Pass
Washingtontown, IA 96261",77527
34514854,106002,07/26/2023,Delivered,10692,886990,"61205 George Alley Suite 908
Jennifertown, NC 27399",77564
34514855,104995,07/15/2023,Delivered,19326,887422,"360 Khan Brook Suite 187
Port Chelsey, NV 28696",78157
34514856,101097,08/18/2022,Delivered,24047,895648,"36719 Ford Drive
Lake Tracyland, AS 51062",76500
34514857,104870,09/24/2022,Delivered,7636,892082,"9817 Montgomery Spurs
Lake Kyleland, AR 65655",78450
34514858,109981,02/16/2023,Shipped,23739,890003,"9360 Andrew Harbors Apt. 830
North Robert, ID 26321",77893
34514859,101227,09/13/2022,Processing,13241,890523,"78419 Shannon Camp
Kevinhaven, AR 39346",76955
34514860,106128,01/09/2023,Cancelled,25421,889563,"64441 Natalie Trace Suite 262
Lake Michaelshire, MS 79736",77300
34514861,106138,11/20/2022,Shipped,22614,894473,,77960
34514862,105614,03/30/2023,Shipped,24916,891409,"Unit 4095 Box 5093
DPO AA 06636",77857
34514863,105335,04/03/2023,Processing,11931,896866,,78044
34514864,103586,02/08/2023,Cancelled,19325,883556,"1959 Michael Hollow Apt. 352
East Elizabethville, LA 72416",77793
34514865,107031,03/30/2023,Cancelled,9872,897301,"8310 Wilson Mountains Apt. 232
Lake Charles, AS 98154",77985
34514866,101671,07/22/2023,Processing,14165,895014,"603 Lane Fort Apt. 031
Suzanneburgh, TX 72559",77181
34514867,109115,05/22/2023,Cancelled,19567,890982,"11313 Brittany Prairie Apt. 757
Adamville, NM 86322",77018
34514868,108277,12/07/2022,Delivered,6677,881680,"23296 Kimberly Stravenue Suite 862
East Kristenton, OH 62805",77867
34514869,108814,10/01/2022,Cancelled,20497,880584,"43500 Crystal Glens
Melissaport, WI 19916",77767
34514870,109555,03/18/2023,Delivered,13541,879245,"75793 Maxwell Passage
Sampsonfurt, PR 57195",77831
34514871,106615,07/18/2023,Shipped,14123,890179,"042 Kelley Point
South Jeffrey, SD 75079",77350
34514872,108427,12/05/2022,Cancelled,24672,893708,"7091 Bennett Mission
East Aprilville, NV 66811",77580
34514873,101049,06/03/2023,Delivered,10743,888666,"5138 Li Glen
North Courtneymouth, PR 97067",78145
34514874,102213,10/28/2022,Shipped,16618,889983,"821 Strickland Hill Suite 545
Emilyport, MS 86733",76672
34514875,107831,09/01/2022,Delivered,10868,890032,"25630 Smith Stravenue
Lake Lauriefurt, ID 05436",77255
34514876,106939,11/02/2022,Delivered,8787,895104,"Unit 3338 Box 3424
DPO AE 80382",78255
34514877,105760,10/09/2022,Delivered,23595,888009,"452 Douglas Haven
Kristinburgh, PW 31145",76491
34514878,106829,02/22/2023,Delivered,15844,888038,"51361 Jacob Curve Suite 582
South David, ND 24192",77517
34514879,106213,07/25/2023,Shipped,10285,895677,"7268 Woods Common Apt. 515
Harmonfort, GA 69206",77009
34514880,106694,01/17/2023,Cancelled,13544,889331,"49252 Barnes Shoal
Jessicashire, RI 22543",76597
34514881,101418,10/01/2022,Delivered,25459,881384,"369 Mooney Ridges Suite 656
Paulton, IL 46778",77439
34514882,106696,04/03/2023,Processing,21027,884839,,76630
34514883,109890,11/07/2022,Cancelled,14519,885119,"049 Jeremy Mission
Jodyberg, VI 31353",77316
34514884,110086,04/04/2023,Delivered,23883,889370,,76539
34514885,102638,07/21/2023,Cancelled,9678,879112,"49062 Stephanie Manors
South Jenniferside, NV 31995",77806
34514886,105377,08/24/2022,Cancelled,25065,878136,"USNV Lee
FPO AE 18664",76505
34514887,110860,03/30/2023,Processing,21864,883361,"530 Johnson Shoals
Port Ricardo, TN 46711",76673
34514888,110532,12/29/2022,Delivered,9563,885666,"4357 Steven Alley
West David, VA 10334",77753
34514889,106206,05/25/2023,Processing,14307,886707,,78101
34514890,104273,05/13/2023,Cancelled,12247,889735,"6215 Howard Junction Suite 650
Roblesmouth, MN 48837",77723
34514891,102734,10/04/2022,Delivered,9893,893055,"235 Abigail Bridge Suite 108
Smithfort, CT 65966",77372
34514892,107285,02/07/2023,Cancelled,14258,884953,,77303
34514893,106090,05/12/2023,Delivered,10827,882906,,77734
34514894,110071,07/04/2023,Processing,13316,892080,"0368 Bennett Row Apt. 663
Port Michael, VT 57739",78029
34514895,101703,03/21/2023,Cancelled,16753,881613,"89433 David Shoal
Patrickfurt, NJ 66386",78126
34514896,107274,12/27/2022,Cancelled,23464,895486,"99315 Brown Junctions Suite 608
Coxborough, VT 85916",76937
34514897,104007,12/14/2022,Shipped,23929,895260,"9542 Walsh Flats Apt. 764
Matthewborough, FL 69117",77497
34514898,106353,10/11/2022,Processing,14116,886607,"702 Joseph Points
East Michael, PR 86874",76496
34514899,102910,01/23/2023,Delivered,17386,896427,"301 Dodson Tunnel Apt. 751
West Stephaniechester, IN 17300",77804
34514900,101052,06/16/2023,Shipped,7725,879878,,76809
34514901,108397,02/01/2023,Shipped,19366,896575,"745 Williamson Crossroad Apt. 883
Port Emilymouth, RI 38820",76702
34514902,107665,06/19/2023,Shipped,10556,879776,"62296 Brittany Ports Suite 909
East Amber, KY 89983",78401
34514903,103307,09/06/2022,Shipped,23446,882886,"551 Travis Port Apt. 498
New Abigail, TN 60672",77351
34514904,102584,01/30/2023,Processing,8833,889275,"8174 Romero Rapid
Lake Lukestad, FL 72615",77332
34514905,105584,11/10/2022,Delivered,7028,897287,"130 Hall Estates
Hopkinstown, MN 39913",77008
34514906,106163,01/21/2023,Delivered,9851,882387,,77079
34514907,107411,04/25/2023,Cancelled,7315,891520,,78263
34514908,102453,08/30/2022,Delivered,7459,895978,"60050 Harris Loop
Mitchellport, VA 71113",77735
34514909,106324,05/21/2023,Shipped,8765,883140,,77206
34514910,104878,03/01/2023,Processing,22885,895346,,77260
34514911,102430,12/09/2022,Shipped,16689,883555,"8192 Ryan Walk Suite 432
Port Dorothy, TX 55918",77691
34514912,106888,02/22/2023,Processing,18629,886217,"9921 Brown Causeway Suite 801
Port Scottfort, MT 88650",76611
34514913,108586,01/15/2023,Processing,25369,891460,"949 Compton Centers Suite 404
Lesliefort, VI 31537",77514
34514914,102050,04/15/2023,Shipped,19542,896802,"101 Ruben Knoll
Sarabury, WA 60789",77638
34514915,110435,09/17/2022,Cancelled,17878,892317,"628 David Radial
Andersonburgh, GA 06148",77357
34514916,108741,06/06/2023,Processing,22733,894336,"7556 Audrey Land
New Tara, MO 58805",76668
34514917,110289,12/02/2022,Delivered,23019,880706,"071 Patricia Ford Apt. 641
New Christopher, MO 56691",77267
34514918,102446,02/18/2023,Delivered,6708,884929,"Unit 2029 Box 6041
DPO AA 05018",77904
34514919,103389,10/16/2022,Shipped,6440,895361,,76464
34514920,105228,06/15/2023,Delivered,17805,894074,"0421 Hubbard Radial
Lake Lori, CO 52707",76846
34514921,106514,01/11/2023,Cancelled,5814,881587,"51751 Daniel Plaza Apt. 103
South Lisaside, IA 44817",78353
34514922,104418,02/17/2023,Processing,16786,888251,"22272 Thomas Greens Apt. 965
Whiteton, AK 51369",77112
34514923,108387,08/05/2022,Processing,16450,887427,"865 Brown Field
Keyfurt, WA 97057",77889
34514924,105094,05/14/2023,Processing,9147,892010,"PSC 1637, Box 7658
APO AE 76531",77779
34514925,108050,05/04/2023,Shipped,17024,883796,,77243
34514926,105464,04/23/2023,Shipped,20214,894911,"2080 Mendez Junction
Dickersonport, NJ 06327",76715
34514927,107443,11/29/2022,Cancelled,17158,891591,"79745 Elizabeth Fields Apt. 162
Amyside, VI 36153",76902
34514928,107146,08/02/2023,Cancelled,6859,879032,"028 Brittany Junctions
Williamsbury, MO 43532",77999
34514929,107539,01/05/2023,Processing,19556,881831,"385 Robert Roads
North Robert, PR 68969",77397
34514930,109003,10/05/2022,Cancelled,12721,880898,"807 Antonio Hollow Suite 702
North Bobbymouth, AL 43568",78004
34514931,104468,02/10/2023,Processing,12461,888790,"151 Tina Knolls
Lake Debraside, DE 50695",76901
34514932,102258,01/10/2023,Processing,12705,896735,"09207 Shannon Motorway Apt. 418
Lake Tina, RI 45168",77007
34514933,110495,12/03/2022,Processing,7885,894186,"690 Sellers Islands
Manuelstad, KS 12988",76835
34514934,108048,10/06/2022,Processing,22208,896537,"3928 Jerry Viaduct Suite 996
Lake Debraland, FM 21065",77463
34514935,106801,10/11/2022,Cancelled,22544,879484,"991 Castro Parkways
Port Leonardfort, IN 65103",77373
34514936,106551,04/17/2023,Cancelled,16951,890831,"448 Amanda Ferry
Andrewhaven, SD 49837",78313
34514937,103630,04/07/2023,Processing,24716,886883,"301 Norris Tunnel Apt. 663
Evansside, LA 49116",77468
34514938,102612,03/01/2023,Processing,5865,881145,,77208
34514939,107693,05/03/2023,Cancelled,7009,889841,"8327 Moore Loaf Suite 679
Alyssaland, OH 70067",77129
34514940,103184,07/14/2023,Cancelled,22290,892460,"886 Hicks Knoll
Lake Franklinfurt, ME 95690",77092
34514941,108482,04/21/2023,Processing,14445,878241,"20522 Richard Oval
West Donald, PR 99902",78273
34514942,102923,11/06/2022,Delivered,21825,880863,"097 Jillian Manors Apt. 868
New Ashley, IA 40328",78428
34514943,108337,09/14/2022,Delivered,19408,885598,,77269
34514944,107408,12/28/2022,Delivered,15947,884220,"154 Snyder Neck
Davismouth, CA 19164",76769
34514945,104783,06/14/2023,Cancelled,18057,891885,,76867
34514946,110703,06/17/2023,Delivered,14277,880751,,78394
34514947,107308,11/09/2022,Delivered,23835,885435,"4467 Jennifer Walks Suite 502
Heatherbury, FL 49516",78136
34514948,110187,10/08/2022,Delivered,20089,883444,,77891
34514949,102755,10/02/2022,Cancelled,20652,897435,"094 Powers Mountain
Garrettberg, VA 84204",76909
34514950,105518,08/20/2022,Delivered,24526,896622,"PSC 8027, Box 1466
APO AP 69574",76843
34514951,109473,03/19/2023,Delivered,6093,879656,"88723 Howard Drive Suite 316
New Timothyton, WY 82128",77758
34514952,105553,06/26/2023,Shipped,18509,892057,"8259 Khan Common
Gibbsburgh, AL 28938",78167
34514953,110581,01/26/2023,Delivered,19387,881063,"318 Rodgers Manor Suite 627
Nelsonstad, CT 68843",78100
34514954,101191,08/27/2022,Cancelled,20203,884639,"1043 Paul Port
Chaseview, MD 32234",76577
34514955,109902,02/06/2023,Cancelled,19760,887325,"7655 Smith Via Apt. 344
Caseymouth, CA 67617",77270
34514956,104403,10/28/2022,Shipped,7162,880148,"Unit 5550 Box 5486
DPO AE 89760",77696
34514957,108635,12/08/2022,Delivered,13435,887336,"566 James Station Suite 072
Port Frankburgh, IL 30546",77416
34514958,109219,03/04/2023,Processing,9183,890622,"119 Tammy Landing
Mitchellbury, CT 96898",78313
34514959,109351,01/19/2023,Cancelled,24573,878353,"3512 Evan Port
Averyhaven, DE 39415",77794
34514960,106536,01/07/2023,Processing,8007,896357,,77289
34514961,108463,12/03/2022,Shipped,23095,883261,"992 Nicholas Gardens
Amberside, VI 37853",77164
34514962,104967,01/06/2023,Delivered,22833,878712,"76606 Kevin Springs Suite 666
Jenniferville, NJ 53428",77273
34514963,108437,09/29/2022,Cancelled,18073,886764,"33451 Amber Walk
Port Lisamouth, MD 44594",77878
34514964,101140,03/23/2023,Shipped,23197,886144,"579 Smith Crossroad Suite 530
West Bob, WI 14300",78161
34514965,106237,11/26/2022,Cancelled,16253,890290,"59192 Michelle Summit Suite 486
Port Janiceport, MS 20323",77162
34514966,102521,06/02/2023,Shipped,8492,879768,"4950 Kristina Road Apt. 325
Lake Jose, MA 28182",77107
34514967,104963,06/13/2023,Processing,18314,880066,"121 Charles Garden
North Natalie, LA 50488",77118
34514968,103641,04/08/2023,Cancelled,24783,890998,"04513 Sara Trail
Thomaschester, WY 58744",76658
34514969,105982,08/18/2022,Shipped,15499,890784,"662 Martin Points Suite 189
Melissaberg, WA 77858",78189
34514970,105241,08/16/2022,Shipped,23609,882992,"638 Rich Spur Suite 268
Port Micheal, AR 97840",77576
34514971,102103,11/14/2022,Shipped,22789,891019,"30702 Lori Mews Apt. 461
West Philiptown, TN 56969",76955
34514972,108193,05/29/2023,Processing,13121,886139,"09315 Gina Flats Suite 118
North Louis, OR 13834",76707
34514973,103749,12/06/2022,Delivered,8699,887950,"09099 Kimberly Islands
Thomasmouth, WA 33210",77832
34514974,104915,06/20/2023,Delivered,7297,891050,"93493 Gray Forge Suite 409
Irwinstad, IL 29922",78119
34514975,101228,10/03/2022,Shipped,23354,891825,"USCGC Gardner
FPO AA 57107",76986
34514976,110667,05/03/2023,Cancelled,19205,880718,"4407 Eric Mountain
Erichaven, NH 07431",77473
34514977,100997,09/05/2022,Delivered,21923,885796,"9053 William Green
South Matthew, NV 89945",76644
34514978,100993,08/19/2022,Processing,21375,889412,"13621 Brown Groves Apt. 732
New Danielton, GU 29533",77095
34514979,110026,11/20/2022,Shipped,14064,895047,"9573 Michael Ville Apt. 701
East Jacobtown, VA 62904",77456
34514980,102675,12/26/2022,Processing,11387,897407,"USCGC Lee
FPO AA 31655",77645
34514981,102546,03/27/2023,Shipped,13315,887301,"24572 Sampson Mission Apt. 574
Crosstown, NV 03988",77123
34514982,106013,06/25/2023,Processing,16467,896730,"USNS Ellis
FPO AE 71967",77376
34514983,101476,03/29/2023,Shipped,19169,894357,"06050 Campbell Orchard Suite 030
New Reginald, NE 56362",78202
34514984,101286,11/20/2022,Processing,6033,887741,"35960 Jones Stream
East Anthony, AR 88018",78362
34514985,110577,07/11/2023,Shipped,21406,895002,"8817 Foley Keys Suite 629
New Joshuaborough, TN 54980",77370
34514986,101590,10/28/2022,Shipped,16350,883029,"4421 Henson Knolls
South Jessica, RI 38938",77859
34514987,101638,09/18/2022,Delivered,20280,879588,"4419 Gail Common
East Brianaton, MI 07869",77554
34514988,106479,01/09/2023,Delivered,19309,881145,"7165 Barr Manor Apt. 212
Lake Jamesfurt, MT 94231",77865
34514989,101877,09/01/2022,Delivered,17432,885092,"717 Travis Bypass
North Debbie, KS 32359",76584
34514990,107699,05/27/2023,Delivered,23208,880575,"26153 Abigail Mountains Suite 231
Warrenhaven, CO 60761",76851
34514991,109153,10/27/2022,Shipped,25191,889052,"1827 Tammy Spur Apt. 210
Glennberg, NE 90246",78435
34514992,110658,09/23/2022,Shipped,15311,890100,,77789
34514993,106970,03/11/2023,Processing,25031,879696,"Unit 0565 Box 5911
DPO AP 89038",76619
34514994,109714,04/10/2023,Processing,23454,888941,,76534
34514995,101251,03/05/2023,Processing,23638,885236,"0188 Stephen Glen
Burnettfurt, MH 23667",78003
34514996,109952,10/26/2022,Processing,6775,890493,,76742
34514997,102910,09/21/2022,Shipped,15015,888825,"41644 Matthew Harbor Suite 585
Laceyview, NH 56645",78354
34514998,109849,10/07/2022,Delivered,16020,886276,,77087
34514999,104101,01/28/2023,Shipped,8507,886348,,77749
34515000,102068,06/10/2023,Delivered,18725,885122,"646 Dominguez River Apt. 516
Lake Raymond, VA 63206",77239
34515001,106262,08/07/2022,Delivered,23616,891357,"334 Hill Locks Suite 769
Port Kimberly, KY 13006",77160
34515002,103746,01/05/2023,Shipped,9335,890091,"2419 Roberson Mountains Suite 358
Lake Luishaven, GU 16356",78292
34515003,101656,12/26/2022,Delivered,12026,884678,"166 Alexis Parkway Apt. 930
New Denise, NM 17681",77747
34515004,110938,09/13/2022,Shipped,21251,895895,"838 Smith Brooks Apt. 229
South Loganchester, SC 97849",77362
34515005,110912,09/05/2022,Delivered,23475,884104,"Unit 8326 Box 2628
DPO AE 58211",76708
34515006,105202,02/19/2023,Shipped,6660,896966,"2506 Lindsay Mall Suite 920
Davidbury, IL 65665",76529
34515007,109546,01/14/2023,Cancelled,21781,880913,"03462 Kramer Court
North Seanburgh, MT 01699",77219
34515008,105281,11/12/2022,Cancelled,15077,881099,"83290 Tanya Squares Apt. 092
East Brent, ME 93749",78367
34515009,109362,07/27/2023,Shipped,20461,893138,"8221 Karen Glen
Brittanyside, MD 81456",78076
34515010,103760,12/07/2022,Cancelled,18688,881909,"62099 Mills Islands
Port Markburgh, DC 13756",76705
34515011,101225,11/09/2022,Cancelled,20908,896307,"15271 Vargas Meadows
South Normanhaven, CA 29361",78431
34515012,109496,05/02/2023,Delivered,16169,891914,"3114 Jason Cliff
Michaelshire, OK 24901",76678
34515013,103674,01/08/2023,Delivered,19539,892790,"3093 Cisneros Walks Apt. 080
Keithburgh, WA 47098",77391
34515014,103396,11/07/2022,Processing,20438,889629,"2254 Perez Divide
Michaelstad, DE 40205",77406
34515015,102435,03/23/2023,Shipped,20973,883437,"Unit 0589 Box 7411
DPO AA 01552",77322
34515016,108171,12/21/2022,Processing,10336,879947,"7435 Lee Inlet Suite 703
Cooperton, FL 66786",77196
34515017,102351,07/02/2023,Cancelled,17452,879298,"4089 Michelle Gardens
Valdezton, KS 50707",77092
34515018,108752,12/03/2022,Delivered,13452,885314,"057 Carson Street
West Christopherborough, FM 81941",78263
34515019,101090,02/16/2023,Processing,11232,884766,"46994 Elizabeth Street Apt. 128
Port Rachel, MA 90760",76799
34515020,102552,10/14/2022,Delivered,22422,885405,,76518
34515021,110859,06/11/2023,Processing,19145,895336,,77576
34515022,108999,05/07/2023,Cancelled,8015,889789,"213 Susan Wells
Port Dianestad, CT 98182",76628
34515023,107293,08/08/2022,Cancelled,6928,891608,"086 Holmes Prairie
Rogerhaven, TN 50528",78367
34515024,103744,08/15/2022,Processing,21758,897637,"Unit 4754 Box 5590
DPO AE 69022",77921
34515025,109863,06/19/2023,Processing,17678,890941,"PSC 0163, Box 7365
APO AA 78762",77299
34515026,104551,10/01/2022,Shipped,11275,889434,"6487 William Ways Apt. 338
South Kelly, MH 19487",78096
34515027,110479,01/21/2023,Processing,8946,883494,"USS Arnold
FPO AE 71691",76996
34515028,110129,11/06/2022,Shipped,24747,888645,"03575 Snyder Haven Suite 239
North Brandonchester, PA 28178",77210
34515029,108373,08/02/2023,Shipped,6087,885786,"8497 Dickerson Bypass
Christinaville, HI 93089",77941
34515030,104716,05/19/2023,Delivered,24227,882057,"1046 Bryant Valleys
New Aaron, MO 02383",77847
34515031,108141,10/15/2022,Shipped,21784,879707,"159 Smith Light Suite 928
Port Cindy, MS 35642",77860
34515032,101441,08/13/2022,Processing,12895,878850,,78209
34515033,105294,10/09/2022,Shipped,20932,894715,"503 Woods Land Suite 718
Williamstad, NH 00872",76746
34515034,107319,08/12/2022,Cancelled,15096,881196,"0609 Ramirez Burg
Kellystad, OK 68773",77627
34515035,108515,05/31/2023,Delivered,13234,892737,"8185 Stafford Pass
Johnsonberg, AL 25877",78245
34515036,103958,01/01/2023,Delivered,8134,891434,"639 Jennifer Meadow Apt. 421
East Christinemouth, NV 57108",76624
34515037,106412,03/04/2023,Shipped,20458,889827,"86287 Perez Heights
Prestonchester, AZ 47640",78189
34515038,108881,05/28/2023,Cancelled,16278,887363,,77689
34515039,103504,05/22/2023,Shipped,21832,889877,"2291 Hannah Road Apt. 083
Mcgeeburgh, OR 19375",78216
34515040,102979,12/21/2022,Cancelled,9999,885153,"959 Lopez Island Apt. 798
Carlosfort, HI 01176",77448
34515041,108873,03/23/2023,Shipped,17829,893995,,77268
34515042,109817,11/27/2022,Processing,6100,880757,"21143 Erica Mill
Kimberlyfort, AR 03659",76602
34515043,109816,08/26/2022,Delivered,13626,884923,,77233
