shipping_id,order_id,shipping_date,estimated_delivery_date,shipping_carrier,tracking_number,shipping_cost,shipping_address,shipping_status,created_at,updated_at
10221,34527036,06/19/2023,06/20/2023,and Sons,65ee9228-4d3b-45ba-80bc-d597fab0f047,41.57,"93224 Kelly Valley
Lake Kevin, NV 56035",Delivered,2023-04-07T01:43:05,2020-12-02T22:27:49
10222,34526535,08/20/2022,08/31/2022,Ltd,9cbbedba-5a87-4ca7-85d6-41d18974102f,74.24,"74240 Cantu Coves
Christinechester, VI 18907",Shipped,2022-04-30T06:45:32,2021-03-15T10:49:32
10223,34513767,08/02/2023,08/04/2023,LLC,0b1d2d9c-6e63-43b4-b334-495335d005cd,27.12,"612 Morris Centers Suite 071
West Richardshire, AK 17652",In Transit,2022-03-09T20:33:12,2021-03-22T08:52:36
10224,34522253,04/25/2023,04/28/2023,Ltd,6bfd35ca-6f80-4134-b818-1e3b520bc6f7,65.77,"306 Jason Port Suite 170
Mccluretown, AZ 47237",Cancelled,2021-08-17T03:30:51,2021-05-18T20:27:10
10225,34512939,12/16/2022,12/25/2022,Inc,662f7a39-eeef-4bfd-9439-e31b987c461b,51.95,"USCGC Anderson
FPO AA 57552",Delivered,2023-06-24T18:09:41,2020-11-29T17:30:33
10226,34526484,02/27/2023,03/24/2023,PLC,ee73576f-8aaf-462b-87ca-af5edc9a2513,55.8,"272 Misty Court Suite 431
Davisside, NJ 87088",Shipped,2020-02-09T12:55:29,2023-02-02T13:54:11
10227,34530980,04/24/2023,05/10/2023,LLC,569569ca-980e-444d-a5e9-840686690a49,93.29,"140 Garcia Isle
Joelberg, WY 85653",Cancelled,2021-07-12T11:59:41,2021-08-05T05:17:43
10228,34521747,08/19/2022,08/20/2022,Inc,1c1becba-04d1-4321-b089-d1c5a0773374,1.18,"8377 Campbell Island Suite 788
Michaelchester, MH 92780",In Transit,2020-03-27T20:59:12,2021-08-01T10:16:16
10229,34531967,11/18/2022,12/13/2022,LLC,82580f8a-be7d-4b7b-92b7-285a7c154feb,81,"63574 Jimenez Landing
Mcdowellhaven, PA 75421",Shipped,2020-04-17T03:12:24,2020-11-04T07:39:03
10230,34526391,08/03/2023,08/26/2023,Group,739279a5-399e-43aa-8d63-c74a4c5d40bc,15.51,"843 Garcia Mountains Suite 115
Jonesshire, OR 29444",Shipped,2022-04-30T13:26:56,2020-12-16T15:00:38
10231,34514690,09/25/2022,10/01/2022,Inc,f9622df4-42eb-41d0-b2bf-68c65924ceda,19.18,"877 Scott Fall
Stephenston, VI 36975",In Transit,2022-10-01T22:08:59,2022-08-23T09:27:50
10232,34513304,04/09/2023,04/19/2023,and Sons,bf6b83a3-701f-4ced-ac3b-5a73a90c30df,86.19,"1928 Robin Crossroad
West Richard, MA 44109",Delivered,2021-10-22T06:16:52,2021-02-03T15:18:07
10233,34531246,09/04/2022,09/28/2022,Group,8fa54426-9c6c-4f99-825d-77c043ec8aec,2.37,"1952 Kim Expressway Apt. 498
Adrianburgh, HI 72285",Delivered,2020-04-12T06:36:45,2020-12-27T10:51:25
10234,34515201,04/13/2023,04/19/2023,Group,424ca4fe-6275-45cd-9fe0-207e1df9c6c6,3.51,"6498 Johnson Road Suite 341
Louisshire, OR 47312",In Transit,2020-03-04T04:54:17,2020-12-28T21:35:29
10235,34521413,05/02/2023,06/01/2023,PLC,e9eda6bc-1c98-44f0-8767-fe17bbbdea16,9.7,"915 Stephens Creek Suite 937
New Jesus, NE 67262",Cancelled,2020-05-11T21:26:27,2023-02-22T15:32:39
10236,34515944,10/28/2022,11/18/2022,Ltd,77fcadb6-449a-4fa1-885c-a9daea1407bb,35.08,"42795 Derrick Plains
West Danielview, NV 74591",Shipped,2023-05-06T06:48:27,2023-02-08T07:28:54
10237,34513590,02/19/2023,02/20/2023,Inc,b193f61d-26c3-4fcc-a6a5-c3605051f94a,56.07,"1522 Anderson Gateway
Port Taylorland, SC 18895",Shipped,2023-02-26T22:12:47,2021-12-30T23:08:54
10238,34512849,08/26/2022,09/01/2022,and Sons,11baffd1-5c2d-4c16-b131-15d5a367be81,83.82,"PSC 9613, Box 0582
APO AP 67017",Shipped,2021-01-17T00:19:37,2023-03-10T22:21:44
10239,34515799,12/24/2022,01/23/2023,LLC,387755fe-2227-4c0c-90b2-03434e0085a6,12.93,"87637 Christopher Plaza Apt. 049
Bradleyberg, MD 84086",Cancelled,2021-01-09T19:34:54,2021-05-28T00:45:02
10240,34518117,01/27/2023,02/12/2023,Ltd,8e49b628-ae32-4ad5-8cb5-5ed4801f3795,30.92,"1564 Fleming Extensions
Lake Michaelton, AZ 59314",In Transit,2020-12-19T14:47:10,2023-05-17T22:47:09
10241,34522691,04/20/2023,04/29/2023,PLC,6dbecbe2-69d0-433b-8909-c333b39e18ae,42.16,"1398 Duffy Village
Danielberg, WY 99716",Shipped,2022-04-12T10:06:15,2022-09-25T22:35:42
10242,34517946,08/30/2022,09/11/2022,PLC,9f34ec70-78bd-4493-9338-2f75bd7b8499,60.62,"366 Callahan Alley Apt. 574
Olivialand, KS 07658",Cancelled,2023-07-04T06:28:20,2022-11-21T06:21:28
10243,34525378,08/18/2022,09/09/2022,LLC,c35d3ce1-c7db-465c-b9f4-ba4cf1ebd87d,26.47,"9989 Yoder Cove
New Carlfurt, IL 31240",Cancelled,2021-03-08T06:35:00,2022-11-02T11:39:59
10244,34521615,12/21/2022,01/18/2023,Group,875d110f-0cdc-4220-97c2-b5af0e549f5e,47.79,"38969 Ashley Mountain Apt. 732
Thompsonshire, CO 89101",In Transit,2023-04-14T00:16:24,2023-01-19T05:42:55
10245,34523716,12/12/2022,01/03/2023,Ltd,57ed74e0-96b8-49d8-ac11-8ee44ffa6451,74.42,"93436 Walter Spring Suite 950
New Tamimouth, IL 63564",Shipped,2021-08-20T00:59:15,2021-10-18T03:32:55
10246,34526087,04/15/2023,04/17/2023,Group,7753c8d1-ba7b-4d0a-9f4d-ce412e6ff67c,63.55,"0163 Natasha Isle
Victoriaville, MD 48308",Delivered,2022-02-28T12:46:05,2022-04-21T05:25:06
10247,34527507,06/21/2023,07/15/2023,and Sons,9c521de6-1372-4b9e-8349-31f7864c312d,94.06,"7354 Jackson Vista
West Arthur, PW 46341",Delivered,2020-05-03T04:13:36,2020-12-21T14:08:56
10248,34523561,09/19/2022,10/09/2022,Ltd,74dc8d1e-6626-4f8d-9d74-4e26d6b749a1,96.72,"1890 Brian Isle
Newmantown, WY 35343",In Transit,2023-04-16T05:24:38,2022-09-28T03:18:03
10249,34516686,04/29/2023,05/14/2023,Group,addfce50-44db-423d-a766-2a95fa9a5971,87.73,"86628 Miller Row Suite 659
East Brittany, AK 46252",Shipped,2020-07-31T21:37:22,2022-01-29T14:32:36
10250,34526034,11/08/2022,11/29/2022,and Sons,a2b0dfa5-d181-4771-ac65-e4160e164889,82.32,"392 Brad Plaza
East Kathy, ND 40218",Delivered,2023-07-03T16:02:42,2020-04-19T16:28:23
10251,34528840,07/27/2023,08/11/2023,Inc,ab0028fb-36c5-4b33-8423-3710cf726787,15.76,"015 Jason Pike
West Jessica, CT 45717",In Transit,2022-01-30T01:52:08,2021-08-21T18:22:12
10252,34516767,07/24/2023,08/17/2023,and Sons,66944963-c88c-4ba7-a9ae-aa1ccba512d8,53.9,"66111 Young Groves Suite 435
Riveraport, NC 68013",Delivered,2023-07-09T23:31:58,2020-01-10T17:50:29
10253,34514995,04/03/2023,04/12/2023,PLC,f9086cba-31c5-4f22-9106-e920abae2dbf,8.2,"USS Figueroa
FPO AP 02026",In Transit,2020-08-25T06:42:52,2020-10-09T06:41:26
10254,34531826,11/23/2022,12/17/2022,LLC,2912f8b2-a97b-475f-9483-f9477ae9cdce,54.11,"4283 Katherine Motorway
Port Cherylport, WI 87753",Shipped,2023-07-13T05:00:02,2023-03-28T06:30:01
10255,34522522,03/16/2023,03/25/2023,LLC,bdc310d6-e162-4c38-bd27-7a478eff939c,68.45,"4394 Adrian Falls
Diaztown, OK 67304",Cancelled,2020-03-26T20:03:55,2020-02-15T05:33:14
10256,34519510,03/17/2023,03/24/2023,PLC,aab582c4-228a-4fed-861e-e2a75cf56300,41.76,"878 Christina Lodge
North Nicholasbury, KS 18127",Delivered,2021-11-26T11:29:53,2020-04-25T17:59:34
10257,34522622,05/26/2023,06/01/2023,LLC,d7638443-0b72-446b-b98c-02218d502b09,14.29,"93011 Miller Club
Lake Kristin, DE 41402",Delivered,2020-04-17T19:57:43,2022-07-18T09:50:02
10258,34526387,07/14/2023,08/05/2023,PLC,5e29f6f5-26a7-4539-b5eb-45936e5507ff,25.89,"855 Carolyn Land
Jonathanborough, AZ 01137",Delivered,2020-01-05T06:41:16,2022-10-01T09:22:56
10259,34513635,12/09/2022,01/04/2023,LLC,4f57009e-2d19-4b50-ade3-22cc774df58c,94.7,"9410 Martin Well Apt. 902
New Christopher, AZ 15859",Cancelled,2020-01-03T02:09:43,2021-11-07T16:07:34
10260,34521380,05/24/2023,06/07/2023,and Sons,3e473aae-c0cb-4332-a9db-294604ba55d1,39.14,"524 Murphy Knoll
Markstad, LA 55411",Delivered,2023-05-09T00:39:43,2020-08-29T03:31:38
10261,34522896,12/03/2022,12/12/2022,PLC,fccd1d1e-726b-415c-bc31-392c3c460d5f,93.68,"70707 Danny Mills Apt. 988
South Rachel, NY 85821",Cancelled,2023-03-19T07:39:49,2022-11-29T12:31:05
10262,34530971,07/18/2023,08/17/2023,LLC,02c0fd54-f32b-4eb7-b40a-266172e91f14,18.97,"81852 Davis Rapid
Tannerland, NV 82141",Shipped,2021-07-04T06:46:43,2020-04-05T04:39:15
10263,34521394,02/16/2023,03/01/2023,Inc,a3a95261-c7f9-47bf-b346-f6cd9e37a5e6,41.15,"03728 Rivera Alley
New Tara, MI 37702",In Transit,2022-01-25T14:05:14,2023-06-02T01:08:01
10264,34527890,09/03/2022,09/06/2022,Ltd,ee4ce4fe-ea99-4876-9212-bc11985c4e6f,52.36,"38940 Owens Vista Suite 280
New Robertmouth, CT 17145",Cancelled,2021-11-05T04:14:12,2022-12-24T13:28:31
10265,34526974,04/02/2023,04/30/2023,LLC,1597a8b7-a114-42da-9ca9-874fe91835cb,24.97,"027 Mccormick Parkway Suite 369
Butlerland, ND 82760",Delivered,2021-07-23T14:46:01,2020-03-20T01:17:51
10266,34514444,11/12/2022,11/20/2022,Inc,a2d44c31-c1f5-44bf-b4b4-4e9df4186276,94.47,"210 Carrillo Place Suite 879
North Michaelville, UT 45332",Delivered,2022-09-21T15:06:23,2022-10-01T00:40:10
10267,34519465,07/23/2023,08/06/2023,LLC,8d48f1cb-8156-4547-88c0-8958e32c6c17,94.78,"528 Randall Port
South Susan, AL 29390",In Transit,2022-04-03T13:06:40,2021-04-27T00:27:12
10268,34520543,02/10/2023,03/12/2023,LLC,a3ef5a42-e233-4681-9a42-488983813086,98.85,"599 Sanders Summit
Martinezburgh, RI 72180",Delivered,2021-07-24T15:21:36,2020-06-12T23:21:10
10269,34522966,12/03/2022,12/23/2022,LLC,6612b141-f6d7-4687-889b-fded65ab769f,81.96,"97459 Amy Plains Suite 154
Port Danielleside, MD 55663",Shipped,2022-01-07T03:06:27,2023-07-02T20:05:23
10270,34517383,08/24/2022,09/02/2022,and Sons,74049e2b-df96-4cc9-bce2-2d8a24793b49,6.59,"7228 Bryan Turnpike Apt. 133
Davidport, SD 71828",Cancelled,2022-04-09T09:43:49,2023-01-23T13:00:27
10271,34519427,11/11/2022,11/18/2022,Inc,05858f4f-3df0-40b9-bbf8-a4a83ee6e444,17.31,"77834 Lisa Ramp
Lake Jessica, WI 89448",Shipped,2021-03-23T06:14:40,2022-04-12T04:56:11
10272,34517317,12/04/2022,12/20/2022,PLC,b7387364-94ee-4b35-aa37-565241de4aef,30.03,"0587 Jessica Fork Apt. 985
Brownfort, ME 06248",Delivered,2020-11-23T12:04:55,2021-04-26T20:32:33
10273,34512545,10/22/2022,11/17/2022,Inc,f0141ae5-87e0-475e-a43c-a13987a2493b,23.48,"115 Davis Locks Apt. 440
West Margaret, WA 74653",In Transit,2021-01-02T03:27:41,2021-01-05T15:00:27
10274,34517832,07/21/2023,08/17/2023,Group,8ec48bae-5d72-4309-937b-83a81d4833d4,51.48,"0601 Randy Skyway
Rhondaton, AK 24730",Cancelled,2022-08-20T09:19:53,2022-04-17T18:52:01
10275,34526642,08/24/2022,09/17/2022,LLC,06789ac7-ed4b-4a1b-9d9b-4c8d0aef742f,44.05,"153 Julia Extensions Suite 692
Port Lisa, WA 18650",In Transit,2020-06-17T00:38:32,2020-04-02T13:53:15
10276,34527097,08/22/2022,09/16/2022,Ltd,e0d0e5ac-5425-42cb-b4b0-c5e46cf79ecb,33.8,"6000 Charles Land
South Jason, DC 41450",In Transit,2022-10-25T04:46:49,2020-04-05T13:07:26
10277,34529431,06/10/2023,07/09/2023,PLC,3c89cccd-07d4-4253-af5f-41acf10f5ffe,86.44,"147 Carol Hollow Apt. 824
Cynthiafort, VA 50596",Shipped,2021-11-28T11:12:10,2020-06-03T16:15:20
10278,34525173,12/18/2022,12/23/2022,Inc,04323429-80c8-47ce-a76d-893e339fa6a2,19.88,"518 Harris Orchard
Thomasstad, OH 19580",Cancelled,2023-07-28T04:00:42,2020-12-20T08:15:35
10279,34522302,05/28/2023,06/14/2023,Group,fb4e6f8c-4e8e-437a-9aca-a471893d3f03,34.59,"92882 Berry Avenue
Perryberg, CA 60337",Cancelled,2023-04-06T00:41:05,2022-07-18T23:53:50
10280,34515462,11/05/2022,11/21/2022,LLC,a3c6cc49-ff0b-4918-ac6f-4f2dd9dd6d58,11.08,"524 Gonzalez Track Apt. 923
North Valeriefurt, VA 05882",Cancelled,2021-08-29T00:32:45,2023-06-15T22:29:13
10281,34512622,04/14/2023,05/07/2023,Ltd,cf8c7b84-dc1b-473a-b54d-d8e7e5fdb79c,22.76,"539 Jones Well Apt. 719
East Courtney, SC 22010",In Transit,2020-12-26T09:29:26,2022-10-08T08:40:44
10282,34524820,05/18/2023,06/09/2023,LLC,afcba62c-9eb7-4970-8205-062827f3e1df,47.04,"102 Thomas Circles
Jenniferfurt, DE 43909",Shipped,2020-02-13T12:54:18,2022-01-03T22:43:31
10283,34515743,04/26/2023,05/20/2023,Group,2a9bc84c-a6f9-4079-adcb-bb67aabb0e54,97.71,"93482 Kelly Street Suite 701
Zavalabury, VA 60527",Delivered,2020-04-22T21:00:31,2020-02-18T01:54:46
10284,34516371,02/27/2023,03/02/2023,Group,d092c08e-0e81-498d-9917-46f90d074663,89.91,"04272 Horton Hollow
West Dianechester, MD 26988",In Transit,2020-08-24T03:23:45,2021-02-12T12:18:38
10285,34514194,01/18/2023,02/12/2023,and Sons,4ea5ffd1-2dd8-4c5d-b5e2-8c0c2b42fccb,39.47,"4981 Taylor Walks Suite 157
Bradfordland, FM 77187",Shipped,2020-10-31T00:58:02,2021-03-29T06:27:11
10286,34514919,03/29/2023,04/26/2023,Inc,04ef93b5-22a1-4803-b473-fbf74de6946a,64,"73873 Figueroa Port Suite 584
South Justin, ME 81174",Cancelled,2020-08-28T12:35:40,2022-05-16T07:07:00
10287,34520421,11/11/2022,11/23/2022,and Sons,ca4bce14-33aa-44f8-a138-f7a1d921f8bc,83.22,"00958 Crosby Freeway Suite 405
Tranmouth, MS 39721",Cancelled,2022-03-16T06:19:28,2022-04-09T02:20:33
10288,34532164,05/02/2023,05/18/2023,Group,6daee69c-1725-4c51-94a6-10ccb72735c1,73.01,"885 Salinas Hills
Port Michael, VA 34546",In Transit,2021-09-02T23:05:39,2021-07-13T23:21:42
10289,34520284,12/09/2022,12/26/2022,Group,4055bd8c-a436-400b-bfaa-b9cfdac6754d,53.86,"3820 Robert Fort Apt. 427
Costaton, MA 66053",Delivered,2020-08-17T12:34:47,2021-02-15T12:32:40
10290,34518041,06/30/2023,07/27/2023,Group,7965a8f3-e9e9-4c6b-8ca2-897b93d9c4b0,66.25,"190 Alvin Views
Lake Amanda, NJ 38909",Shipped,2021-01-19T03:58:21,2023-04-13T04:31:52
10291,34524537,11/19/2022,12/16/2022,Inc,60d878c7-6149-425a-8bde-2abf680df734,37.72,"16698 Manning Flats Apt. 264
West John, AZ 41209",Delivered,2020-08-29T10:54:43,2020-07-16T13:43:07
10292,34512562,04/21/2023,05/10/2023,Ltd,cfb51733-6093-4c13-8508-26c40179aa96,73.69,"886 Esparza Ramp
Lake Heather, AS 99116",Cancelled,2021-07-25T18:23:40,2021-06-20T12:59:53
10293,34513065,01/12/2023,02/06/2023,and Sons,78ea2e34-6831-45ef-a2d6-b0cb70c6768a,64.79,"03212 Dylan Greens Suite 266
New Nicholas, HI 89069",In Transit,2022-10-19T09:31:46,2020-02-24T07:47:18
10294,34526041,07/08/2023,07/30/2023,Inc,4b19e817-89be-4b9f-993b-c1134db058cc,10.01,"331 Taylor Mission Suite 008
Port Timothy, WY 67442",In Transit,2023-07-31T07:46:07,2023-03-08T08:46:43
10295,34527511,03/14/2023,04/10/2023,PLC,81e3aba3-1db0-4084-9149-dc335f2719d0,80.67,"852 Lisa Key
Kyleland, MA 53910",Delivered,2023-03-22T10:00:23,2022-12-25T13:13:30
10296,34513099,04/02/2023,05/02/2023,and Sons,f2ac8d8f-4956-4998-bdd5-b4b6181dbc92,6.59,"556 King Prairie
East Bethfort, WY 35516",In Transit,2020-10-05T11:02:23,2021-09-27T10:33:53
10297,34513976,07/09/2023,07/10/2023,PLC,1a1d0406-7ea5-43fa-b459-fd8fab665f5b,22.88,"73510 Pearson Union
West Todd, AS 39334",Delivered,2020-09-19T04:29:04,2022-06-19T01:50:25
10298,34519968,09/22/2022,09/27/2022,and Sons,9f06ee79-d811-452b-8fe4-da8ed9da10f0,55.43,"5394 Snyder Passage Suite 735
Johnport, CT 68245",Cancelled,2022-07-12T03:29:18,2023-01-03T18:03:12
10299,34517085,05/11/2023,05/20/2023,LLC,4b41d6f9-bcbd-44b1-b1c4-258cc468ea20,17.4,"350 Sheryl Curve
New Keithtown, LA 47597",Delivered,2021-11-20T00:13:21,2021-11-17T04:24:23
10300,34525672,06/11/2023,06/26/2023,Group,7a4d4073-5b2a-46af-aae3-32901e4bc229,15.22,"26668 Nash Mount
Ryanburgh, AK 16141",Delivered,2021-08-16T04:10:16,2020-10-24T18:18:54
10301,34521111,03/20/2023,03/23/2023,Inc,4abe984e-a2af-4523-9b94-b83e9a6558f9,12.69,"3377 Medina Forge
Lawsonstad, MH 79454",Shipped,2022-04-19T06:43:38,2020-05-04T02:30:22
10302,34525359,03/19/2023,04/09/2023,LLC,3abd5080-780d-413d-8c73-0cdd24473123,1.97,"41997 Kimberly Turnpike Suite 328
North Stevenhaven, LA 22490",Delivered,2021-06-23T05:31:52,2021-02-07T10:16:18
10303,34522272,02/04/2023,02/13/2023,Group,92e8c321-0d51-4ebc-af4a-9cc6044e6427,35.13,"59462 Torres Mall
Millerbury, AL 79477",Shipped,2021-11-05T23:44:10,2021-09-26T16:24:21
10304,34528379,05/19/2023,06/17/2023,Ltd,fd3beb0d-4733-4e54-a750-4422da9fff30,63.85,"41362 Nicole Squares
South Valerie, GA 90054",Delivered,2022-04-19T11:55:35,2022-11-06T03:36:08
10305,34522006,05/21/2023,05/30/2023,and Sons,e1ee850d-cb20-419e-88c7-51e2965f9ab5,52.05,"5077 Mason Village
North Laurafort, AS 75398",Delivered,2023-06-21T07:28:03,2021-02-02T00:53:16
10306,34525353,07/01/2023,07/27/2023,LLC,14def886-9fbe-44a3-96b4-b46895e18a5f,35.93,"9365 Kayla Keys Suite 349
Port Brucestad, RI 23733",Shipped,2021-12-01T18:36:40,2022-01-02T11:26:20
10307,34528358,12/11/2022,01/10/2023,LLC,89a4a838-a180-4a8e-952a-b7fcd6ef0a53,20.96,"6739 White Islands Apt. 837
Andrewstad, MD 09070",Shipped,2020-07-05T00:39:12,2020-08-15T20:33:26
10308,34515972,08/17/2022,09/12/2022,Group,b734cdec-834f-46dd-b365-eb8420339e94,75.74,"028 James Squares
Port Kevinside, IN 22248",Shipped,2020-02-08T21:22:22,2023-05-26T06:36:58
10309,34518957,08/24/2022,09/08/2022,LLC,dec79a5f-34b5-460c-8858-04bbd5be1d00,87.61,"631 Campbell Islands
Lechester, NV 63413",Shipped,2021-03-04T02:24:34,2021-03-28T23:10:18
10310,34522981,10/19/2022,11/11/2022,Ltd,5f65fc3d-77e9-45f4-aaa7-310ba8f17cec,79.64,"52120 Cynthia Via
North Gregoryton, SC 77612",In Transit,2023-07-10T17:59:29,2020-03-20T13:47:44
10311,34517649,02/26/2023,03/25/2023,Group,6d943750-a5ba-4da0-861b-3d355b85db33,43.35,"3595 Trevor Roads Suite 696
Lake Kaylashire, ID 91984",Cancelled,2020-08-25T05:56:56,2023-01-12T02:19:56
10312,34520416,01/31/2023,02/21/2023,and Sons,3d61b464-c6b8-43e7-acb8-52caf496bbdd,9.2,"5308 Mary Canyon Suite 998
Port Thomasburgh, MH 39809",In Transit,2020-11-18T00:49:50,2020-08-01T01:44:27
10313,34517682,08/09/2022,08/31/2022,LLC,898320d9-4ffe-430b-a65a-d4c68ad7bb19,56.37,"60129 Ryan Ports Apt. 832
New Larryshire, TN 38926",In Transit,2021-08-17T19:55:07,2022-01-06T14:46:38
10314,34532285,11/16/2022,11/25/2022,PLC,e30dde0b-9da6-4ac1-992e-e9cff54d837c,75.49,"516 Jose Alley
Clementsland, IL 17811",Delivered,2023-07-27T14:33:38,2020-02-08T23:51:23
10315,34521599,05/08/2023,05/18/2023,Inc,de331890-15ca-4751-9849-eddce86d1d8f,37.12,"Unit 8214 Box 8860
DPO AP 69162",Cancelled,2022-08-12T13:56:37,2022-05-05T22:12:01
10316,34524719,09/19/2022,10/05/2022,Group,56ed2b97-88f5-4ab8-b9d9-b427c9bd28d9,25.97,"711 Allen Plaza Suite 271
Nielsenfort, TN 54511",Cancelled,2023-07-06T02:58:54,2022-10-25T01:34:07
10317,34525506,12/03/2022,12/29/2022,Ltd,0e8415ab-d486-445d-95af-4467fd6037b4,72.63,"324 Courtney Ramp
Williamview, AK 96082",Cancelled,2021-10-26T15:43:36,2023-05-21T12:27:24
10318,34531212,06/13/2023,06/23/2023,Inc,eac57862-0abc-470b-afa9-7b84a8af15a4,97.08,"74504 Karen View
Sullivanhaven, OH 90172",Delivered,2022-07-17T13:48:52,2021-09-22T12:06:15
10319,34526866,09/19/2022,10/14/2022,Group,da7a9a16-4bd7-4012-858d-d9063043784d,76.42,"30532 Williams Green
Port Reneechester, NE 57628",Cancelled,2020-03-09T07:47:41,2023-08-01T12:53:37
10320,34525025,03/08/2023,03/16/2023,Group,001597b0-5e6d-4f9a-8552-443bd8e37d7b,40.74,"31183 Alan Highway Suite 870
Greerberg, MN 88566",In Transit,2022-02-24T10:23:44,2021-10-18T08:54:50
10321,34525812,12/14/2022,12/20/2022,and Sons,35810866-d800-48bb-95bc-aa3e6c2a87da,5.85,"2566 Donald Unions
Laurahaven, ID 62178",Shipped,2023-02-19T20:16:01,2020-03-17T11:08:31
10322,34520117,10/04/2022,10/17/2022,and Sons,25c315b3-3de9-48d6-841d-1ed9b31ce5ff,57.6,"5560 Kathy Center
New Ricardo, CT 93927",Cancelled,2023-01-06T03:43:52,2023-08-01T00:13:42
10323,34530253,11/09/2022,12/02/2022,and Sons,b6373ba2-72fd-4d21-aa0a-2998fe5c1ef8,37.82,"299 Olsen Viaduct Apt. 297
Amandaberg, ND 64479",Delivered,2022-01-21T22:40:03,2020-08-13T14:31:34
10324,34524870,09/20/2022,10/10/2022,LLC,d530e7c4-f61e-4e46-9b76-2a6da03fe77f,81.62,"2296 Jason Bridge Suite 779
Kennethhaven, MT 68827",Shipped,2023-04-03T06:30:01,2020-10-27T14:13:25
10325,34517670,12/19/2022,01/14/2023,and Sons,09c408c9-ac85-436f-849e-d54d7d97de1b,79.44,"7764 King Plaza
Josephchester, FL 22009",In Transit,2021-06-16T16:16:58,2021-09-03T21:19:38
10326,34526640,06/21/2023,06/23/2023,and Sons,a52ad1f5-0979-4e42-982f-0d3abc24d8e2,20.23,"PSC 0050, Box 6930
APO AE 61637",In Transit,2023-06-26T12:19:52,2022-12-09T07:18:11
10327,34528257,04/25/2023,04/30/2023,Group,d0e48cb1-a3ea-415a-9347-6bbfaa2883cb,40.39,"0841 Carr Road
New Natalieland, PA 31731",Shipped,2022-04-19T02:49:40,2022-04-17T01:48:41
10328,34523568,07/31/2023,08/09/2023,Group,d2362b07-f2de-4a2a-aa1b-0a1be5230580,42.2,"09333 Duke Inlet Apt. 104
North Elizabeth, UT 24152",Shipped,2021-04-06T09:45:09,2020-11-30T04:13:39
10329,34518159,04/16/2023,05/10/2023,Ltd,eb7fba26-35c9-4dd6-bb5e-c154fd9120b5,34.48,"164 Keith Dale Suite 542
Brittanystad, MD 50985",Shipped,2022-02-24T06:00:05,2022-05-15T15:17:00
10330,34516253,04/28/2023,05/01/2023,PLC,3b124886-9f21-4e67-ba1f-95ce9ca2d713,5.78,"89675 Keith Dam Suite 253
Jonesbury, OH 37283",Shipped,2021-12-20T11:05:44,2021-12-28T23:08:16
10331,34512863,12/02/2022,12/27/2022,Group,32f99642-f4f1-46d7-9fcc-9496ab4c81dd,44.93,"5234 Paul Parkways
Taylorburgh, CT 31600",Delivered,2022-12-27T18:27:22,2020-05-16T16:21:52
10332,34513711,05/01/2023,05/05/2023,Group,f123bbb2-270c-463a-9b6b-c07c2476e164,27.21,"99122 Stafford Village Apt. 563
Sarahberg, GA 36221",Cancelled,2021-02-04T12:35:20,2022-10-23T20:24:39
10333,34529465,02/07/2023,03/01/2023,PLC,8d3c1508-c5f9-4aa4-ba6b-87d2ca77d833,94.69,"656 Antonio Keys Suite 818
Donaldland, GU 96068",Delivered,2020-07-31T23:17:51,2023-06-22T22:49:17
10334,34519374,11/28/2022,12/21/2022,Ltd,926275ae-5ef5-40a7-8a9b-5c824f95a99b,1.66,"PSC 1418, Box 8727
APO AE 25140",In Transit,2020-03-08T23:41:46,2023-03-15T21:01:08
10335,34528387,08/24/2022,09/20/2022,and Sons,42c74e58-f1b2-4235-a7f7-daa768c702f5,66.77,"60522 Smith Orchard
Cochranbury, SD 80630",In Transit,2022-02-23T22:13:13,2021-10-17T02:04:08
10336,34515970,04/26/2023,05/15/2023,Group,a6a60c86-b235-4b0d-bd78-6378253b4b9b,41.22,"381 Steven Plains
Austinview, PW 20761",Delivered,2020-12-01T09:39:06,2023-01-04T10:59:53
10337,34532333,07/29/2023,08/15/2023,Inc,952cbbe6-d660-4ce9-a8b7-cd7db63bdf10,22.17,"89884 Brittney Islands Suite 971
Johnfort, WA 98829",In Transit,2022-06-22T11:23:42,2023-02-07T13:05:16
10338,34530800,01/19/2023,02/11/2023,Inc,34f3e1b5-f509-43fb-bf93-dfec8508b495,16.3,"438 Young Isle Apt. 214
East Keithport, FM 73223",Shipped,2020-09-11T13:37:14,2022-01-26T04:39:24
10339,34513882,05/05/2023,05/16/2023,Inc,17af1590-f925-487f-9176-34d44e9eefe2,77.28,"356 Stephen Trail
West Justinville, PW 86548",In Transit,2022-05-29T07:44:17,2020-09-03T17:40:20
10340,34520473,11/12/2022,11/30/2022,LLC,8e21a021-127b-47ea-9844-3774cf7b5729,80.51,"5910 Justin Points Suite 128
Chanhaven, NH 81851",Cancelled,2021-03-12T09:03:43,2021-04-30T01:24:35
10341,34526575,01/02/2023,01/17/2023,LLC,22990379-5e0b-41b2-8357-fe97d3489cc7,12.06,"783 Mckenzie Roads
West Jacquelineville, AR 30087",Delivered,2021-05-18T00:15:56,2023-02-28T01:24:23
10342,34518940,04/07/2023,04/24/2023,Inc,6c600ee2-9ecc-4dc6-afc0-79f44141344d,74.19,"228 French Road
Petersville, NV 16113",Delivered,2020-01-28T09:03:25,2021-12-20T03:29:35
